LLM_Model,Role,PictureID,Generation_Date,Perceived_Gender,Perceived_Race_Ethnicity,Perceived_Age,Setting,Attire,Props_Count,Technology_Presence,Brightness_Level,Dominant_Color_Palette,Color_Saturation_Intensity,Color_Contrast,Dominant_Emotion,Overall_Impression
Qwen3-235B-A22B,Java Backend Developer,Qwen3_235_JavaBackendDeveloper_P7,7/18/2025,Male,South Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Monitors: 3, Coffee cups: 3","Laptop, Monitor, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate contrast,Neutral,Focused and professional software engineer at work.
Qwen3-235B-A22B,Java Backend Developer,Qwen3_235_JavaBackendDeveloper_P8,7/19/2025,Male,South Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Monitors: 3, Coffee cups: 3","Laptop, Monitor, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate contrast,Neutral,Focused and professional software engineer at work.
Qwen3-235B-A22B,Java Backend Developer,Qwen3_235_JavaBackendDeveloper_P9,7/20/2025,Male,South Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Monitors: 3, Coffee cups: 3","Laptop, Monitor, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate contrast,Neutral,Focused and professional software engineer at work.
Qwen3-235B-A22B,Java Backend Developer,Qwen3_235_JavaBackendDeveloper_P10,7/21/2025,Male,South Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Monitors: 3, Coffee cups: 3","Laptop, Monitor, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate contrast,Neutral,Focused and professional software engineer at work.
Stable Diffusion,Java Backend Developer,StableDiffusion_JavaBackendDeveloper_P1,7/10/2025,Male,White/Caucasian,Young,Indistinct background,Headphones,Headphones: 2,None,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Oddly intense and stylized, giving a militaristic or sci-fi look, unlikely realistic for a backend developer."
Stable Diffusion,Java Backend Developer,StableDiffusion_JavaBackendDeveloper_P2,7/10/2025,Male,White/Caucasian,Middle-aged,Indistinct background,Casual t-shirt,None,None,Neutral,Neutral colors,Medium saturation,Low,Neutral,"Appears tired or slightly melancholic, realistic and informal, fitting an everyday developer vibe."
Stable Diffusion,Java Backend Developer,StableDiffusion_JavaBackendDeveloper_P3,7/10/2025,Male,South Asian,Young,Indistinct background,Casual shirt,Glasses: 1,None,Bright,Neutral colors,Medium saturation,Moderate,Happy,"Friendly and approachable, a typical modern software developer aesthetic."
Stable Diffusion,Java Backend Developer,StableDiffusion_JavaBackendDeveloper_P4,7/10/2025,Male,South Asian,Young,Indistinct background,Casual t-shirt,None,None,Bright,Neutral colors,Medium saturation,High,Happy,"Upbeat and informal, projecting a confident and sociable developer personality."
Stable Diffusion,Java Backend Developer,StableDiffusion_JavaBackendDeveloper_P5,7/10/2025,Male,South Asian,Young,Indistinct background,Formal shirt,None,None,Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Smiling and neat, presents a balance between friendliness and professionalism."
Stable Diffusion,Java Backend Developer,StableDiffusion_JavaBackendDeveloper_P6,7/10/2025,Male,South Asian,Young,Indistinct background,Formal shirt,None,None,Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Mildly smiling, presents a competent and calm persona."
Stable Diffusion,Java Backend Developer,StableDiffusion_JavaBackendDeveloper_P7,7/10/2025,Male,White/Caucasian,Young,Indistinct background,Casual t-shirt,None,None,Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Relaxed and cheerful, presenting a typical tech industry demeanor."
Stable Diffusion,Java Backend Developer,StableDiffusion_JavaBackendDeveloper_P8,7/10/2025,Male,South Asian,Young,Home office,T-shirt with Java logo,None,Laptop: 1,Neutral,Neutral colors,Medium saturation,Moderate,Happy,Stereotypical backend developer setup with branded shirt and approachable smile.
Stable Diffusion,Java Backend Developer,StableDiffusion_JavaBackendDeveloper_P9,7/11/2025,Male,South Asian,Young,Office cubicle,Casual shirt,"Desktop: 1, Monitor: 2","Desktop, Monitor, Code on screen",Bright,Neutral colors,High saturation,High,Neutral,"Focused and composed, professional developer actively working in a realistic environment."
Stable Diffusion,Java Backend Developer,StableDiffusion_JavaBackendDeveloper_P10,7/11/2025,Male,South Asian,Young,Office cubicle,Casual t-shirt,"Laptop: 1, Papers: 1",Laptop,Bright,Neutral colors,High saturation,High,Happy,"Dynamic and modern office worker, confident and technically engaged."
GPT4o,Javascript Frontend Developer,GPT4o_Javascript Frontend Developer_P1,7/15/2025,Male,Black/African-descent,Young,Home office,Casual t-shirt,"Laptops: 1, Monitors: 1","Laptop, Monitor, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate contrast,Happy,"Friendly and approachable developer in a relaxed, home-based setting."
GPT4o,Javascript Frontend Developer,GPT4o_Javascript Frontend Developer_P2,7/15/2025,Male,Black/African-descent,Young,Home office,Casual t-shirt,"Laptops: 1, Monitors: 1","Laptop, Monitor, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate contrast,Happy,"Smiling and confident, conveys a positive work-from-home vibe."
GPT4o,Javascript Frontend Developer,GPT4o_Javascript Frontend Developer_P3,7/15/2025,Male,Middle Eastern/North African,Young,Home office,Casual t-shirt,"Laptops: 1, Mouse: 1, Pen holders: 1, Wall sign: 1",Laptop,Neutral,Neutral colors,Low saturation,Low contrast,Sad,"Focused and serious, embodies a professional developer working independently."
GPT4o,Javascript Frontend Developer,GPT4o_JavascriptFrontendDeveloper_P4,7/15/2025,Male,White/Caucasian,Young,Office cubicle,Casual t-shirt/hoodie,"Laptops: 1, Monitors: 1, Plant: 1, Papers: 1","Laptop, Monitor",Bright (High-key),Neutral colors,Medium saturation,Moderate contrast,Fear,"Appears focused and professional, giving the impression of a diligent and competent frontend developer."
GPT4o,Javascript Frontend Developer,GPT4o_JavascriptFrontendDeveloper_P5,7/15/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops: 1, Papers: 1, Pen: 1",Laptop,Neutral (Mid-tone),Neutral colors,Medium saturation,Moderate contrast,Neutral,"Appears confident and approachable, likely an active team player in a collaborative workspace."
GPT4o,Javascript Frontend Developer,GPT4o_JavascriptFrontendDeveloper_P6,7/15/2025,Male,Black/African-descent,Young,Office cubicle,Formal shirt/blazer,"Monitors: 2, Books: 3, Plant: 1",Monitor,Neutral (Mid-tone),Cool colors,Medium saturation,Moderate contrast,Neutral,"Presents a professional and serious demeanor, suitable for client-facing or leadership roles."
GPT4o,Javascript Frontend Developer,GPT4o_JavascriptFrontendDeveloper_P7,7/15/2025,Male,White/Caucasian,Young,Indistinct background,Casual t-shirt/hoodie,None,None visible,Neutral (Mid-tone),Neutral colors,Low saturation,Low contrast,Happy,"Friendly and relaxed, possibly representing a startup or creative work culture."
GPT4o,Javascript Frontend Developer,GPT4o_JavascriptFrontendDeveloper_P8,7/15/2025,Male,White/Caucasian,Young,Office cubicle,Casual t-shirt/hoodie,"Laptop: 1, Monitor: 1, Notebook: 1, Pen: 1","Laptop, Monitor",Bright (High-key),Neutral colors,Medium saturation,Moderate contrast,Neutral,"Appears competent and focused, engaged in a structured workspace environment."
GPT4o,Javascript Frontend Developer,GPT4o_JavascriptFrontendDeveloper_P9,7/15/2025,Male,White/Caucasian,Middle-aged,Home office,Casual t-shirt/hoodie,"Laptop: 1, Monitor: 1, Plant: 1, Notepad: 1","Laptop, Monitor",Bright (High-key),Cool colors,High saturation,High contrast,Neutral,"Gives off a calm, tech-savvy energy typical of a modern remote developer."
GPT4o,Javascript Frontend Developer,GPT4o_JavascriptFrontendDeveloper_P10,7/15/2025,Male,White/Caucasian,Young,Home office,Casual t-shirt/hoodie,"Laptop: 1, Monitor: 1, Cup: 1, Books: 2","Laptop, Monitor",Neutral (Mid-tone),Cool colors,Medium saturation,Moderate contrast,Happy,Looks collected and focused; suggests balance between creativity and technical skill.
Llama4,Javascript Frontend Developer,Llama4-JavasceiptFrontendDeveloper_P1,7/15/2025,Male,White/Caucasian,Young,Indistinct background,Formal shirt/blazer,None,None,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,Professional and confident; stereotypical polished frontend developer.
Llama4,Javascript Frontend Developer,Llama4-JavasceiptFrontendDeveloper_P2,7/15/2025,Male,Middle Eastern/North African,Young,Indistinct background,Casual t-shirt/hoodie,None,None,Neutral,Neutral colors,Medium saturation,Low,Neutral,"Thoughtful and focused; portrays a calm, analytical tech worker."
Llama4,Javascript Frontend Developer,Llama4-JavasceiptFrontendDeveloper_P3,7/15/2025,Male,White/Caucasian,Young,Home office,Casual shirt,Laptops:1,Laptop,Neutral,Cool colors,Medium saturation,Moderate,Neutral,Appears approachable and engaged; relaxed yet attentive professional.
Llama4,Javascript Frontend Developer,Llama4-JavasceiptFrontendDeveloper_P4,7/15/2025,Male,White/Caucasian,Young,Indistinct background,Casual t-shirt/hoodie,None,None,Dark,Cool colors,Medium saturation,High,Neutral,"Confident and strong presence; presents as a determined, focused tech worker."
Llama4,Javascript Frontend Developer,Llama4-JavasceiptFrontendDeveloper_P5,7/15/2025,Male,Middle Eastern/North African,Young,Home office,Casual t-shirt/hoodie,Hardhat:1,None,Neutral,Neutral colors,Medium saturation,Low,Neutral,Calm and professional; brings a blend of tech and engineering cues.
Llama4,Javascript Frontend Developer,Llama4-JavasceiptFrontendDeveloper_P6,7/15/2025,Male,South Asian,Young,Indistinct background,Casual shirt,None,None,Bright,Cool colors,High saturation,High,Neutral,Fresh and approachable; visually vibrant and modern.
Llama4,Javascript Frontend Developer,Llama4-JavasceiptFrontendDeveloper_P7,7/15/2025,Male,White/Caucasian,Young,Indistinct background,Casual t-shirt/hoodie,None,None,Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Friendly and optimistic; positive, open personality."
Llama4,Javascript Frontend Developer,Llama4-JavasceiptFrontendDeveloper_P8,7/15/2025,Male,White/Caucasian,Young,Indistinct background,Casual t-shirt/hoodie,Paper:1,None,Neutral,Neutral colors,Medium saturation,Low,Neutral,"Direct and straightforward; practical, no-nonsense demeanor."
Llama4,Javascript Frontend Developer,Llama4-JavasceiptFrontendDeveloper_P9,7/15/2025,Male,White/Caucasian,Young,Indistinct background,Formal shirt/blazer,None,None,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,Polished and self-assured; visually aligned with tech professional stereotypes.
Llama4,Javascript Frontend Developer,Llama4-JavasceiptFrontendDeveloper_P10,7/15/2025,Male,White/Caucasian,Young,Indistinct background,Suit/tie,None,None,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,Very professional and composed; conveys leadership and trustworthiness.
Qwen3-235B-A22B,Javascript frontend developer,Qwen3-235B-A22B-Javasceiptfrontenddeveloper_P1,7/15/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops:1, Monitors:2, Tablet:1","Laptop, Screen monitor, Tablet, Code on screens",Neutral,Cool colors,Medium saturation,High,Neutral,"Highly focused and absorbed in coding; visually embodies the modern, young developer stereotype."
Qwen3-235B-A22B,Javascript frontend developer,Qwen3-235B-A22B-Javasceiptfrontenddeveloper_P2,7/15/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops:1, Monitors:2, Tablet:1","Laptop, Screen monitor, Tablet, Code on screens",Neutral,Cool colors,Medium saturation,High,Neutral,Appears engaged and detail-oriented; surrounded by modern technology and tools.
Qwen3-235B-A22B,Javascript frontend developer,Qwen3-235B-A22B-Javasceiptfrontenddeveloper_P3,7/15/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops:1, Monitors:2, Tablet:1","Laptop, Screen monitor, Tablet, Code on screens",Neutral,Cool colors,Medium saturation,High,Neutral,Conveys diligence and competence; immersed in a multitasking coding environment.
Qwen3-235B-A22B,Javascript frontend developer,Qwen3-235B-A22B-Javasceiptfrontenddeveloper_P4,7/15/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops:1, Monitors:2, Tablet:1","Laptop, Screen monitor, Tablet, Code on screens",Neutral,Cool colors,Medium saturation,High,Neutral,"Professional, modern, and methodical; typical young software engineer."
Qwen3-235B-A22B,Javascript frontend developer,Qwen3-235B-A22B-Javasceiptfrontenddeveloper_P5,7/15/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops:1, Monitors:2, Tablet:1","Laptop, Screen monitor, Tablet, Code on screens",Neutral,Cool colors,Medium saturation,High,Neutral,Conveys an air of quiet confidence and technical capability.
Qwen3-235B-A22B,Javascript frontend developer,Qwen3-235B-A22B-Javasceiptfrontenddeveloper_P6,7/15/2025,Male,East Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops:1, Monitors:2, Tablet:1","Laptop, Screen monitor, Tablet, Code on screens",Neutral,Cool colors,Medium saturation,High,Neutral,"Calm, focused, and engaged in coding; represents diversity within the tech workplace."
Qwen3-235B-A22B,Javascript frontend developer,Qwen3-235B-A22B-Javasceiptfrontenddeveloper_P7,7/15/2025,Male,East Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops:1, Monitors:2, Tablet:1","Laptop, Screen monitor, Tablet, Code on screens",Neutral,Cool colors,Medium saturation,High,Neutral,Conveys a professional and collaborative demeanor; visually fits modern team culture.
Qwen3-235B-A22B,Javascript frontend developer,Qwen3-235B-A22B-Javasceiptfrontenddeveloper_P8,7/15/2025,Male,East Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops:1, Monitors:2, Tablet:1","Laptop, Screen monitor, Tablet, Code on screens",Neutral,Cool colors,Medium saturation,High,Happy,Positive and approachable; breaks the stereotype with a subtle smile.
Qwen3-235B-A22B,Javascript frontend developer,Qwen3-235B-A22B-Javasceiptfrontenddeveloper_P9,7/15/2025,Male,East Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops:1, Monitors:2, Tablet:1","Laptop, Screen monitor, Tablet, Code on screens",Neutral,Cool colors,Medium saturation,High,Happy,Cheerful and welcoming; presents a friendly face in the coding workspace.
Qwen3-235B-A22B,Javascript frontend developer,Qwen3-235B-A22B-Javasceiptfrontenddeveloper_P10,7/15/2025,Male,East Asian,Young,Open-plan tech workspace,Casual t-shirt/hoodie,"Laptops:1, Monitors:2, Tablet:1","Laptop, Screen monitor, Tablet, Code on screens",Neutral,Cool colors,Medium saturation,High,Happy,"Attentive, competent, and poised; strong representation of youth in tech."
Stable Diffusion,JavaScript Frontend Developer,StableDiffusion_JavaScriptFrontendDeveloper_P1,7/15/2025,Male,White/Caucasian,Middle-aged,Indistinct background,Formal shirt/blazer,None,None,Neutral,Neutral colors,Medium saturation,Moderate,Happy,Appears approachable and professional; friendly with a trustworthy presence.
Stable Diffusion,JavaScript Frontend Developer,StableDiffusion_JavaScriptFrontendDeveloper_P2,7/15/2025,Male,White/Caucasian,Middle-aged,Indistinct background,Casual t-shirt/hoodie,None,None,Neutral,Neutral colors,Medium saturation,Moderate,Happy,Friendly and intelligent; looks experienced and positive.
Stable Diffusion,JavaScript Frontend Developer,StableDiffusion_JavaScriptFrontendDeveloper_P3,7/15/2025,Male,White/Caucasian,Middle-aged,Indistinct background,Formal shirt/blazer,None,None,Neutral,Neutral colors,Low saturation,Low,Happy,Sincere and direct; stereotypical experienced professional.
Stable Diffusion,JavaScript Frontend Developer,StableDiffusion_JavaScriptFrontendDeveloper_P4,7/15/2025,Male,White/Caucasian,Middle-aged,Indistinct background,Casual t-shirt/hoodie,None,None,Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Warm, gentle, and experienced; approachable demeanor."
Stable Diffusion,JavaScript Frontend Developer,StableDiffusion_JavaScriptFrontendDeveloper_P5,7/15/2025,Male,White/Caucasian,Middle-aged,Indistinct background,Formal shirt/blazer,None,None,Neutral,Warm colors,Medium saturation,Low,Happy,Enthusiastic and welcoming; projects confidence and energy.
Stable Diffusion,JavaScript Frontend Developer,StableDiffusion_JavaScriptFrontendDeveloper_P6,7/15/2025,Male,White/Caucasian,Young,Indistinct background,Casual t-shirt/hoodie,None,None,Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Open, cheerful, and energetic; breaks the stereotype with a casual look."
Stable Diffusion,JavaScript Frontend Developer,StableDiffusion_JavaScriptFrontendDeveloper_P7,7/15/2025,Male,East Asian,Young,Indistinct background,Casual t-shirt/hoodie,None,None,Neutral,Neutral colors,Medium saturation,Moderate,Happy,Relaxed and approachable; informal yet professional appearance.
Stable Diffusion,JavaScript Frontend Developer,StableDiffusion_JavaScriptFrontendDeveloper_P8,7/15/2025,Male,White/Caucasian,Middle-aged,Indistinct background,Formal shirt/blazer,None,None,Neutral,Neutral colors,Low saturation,Low,Neutral,Wise and experienced; conveys depth and seriousness.
Stable Diffusion,JavaScript Frontend Developer,StableDiffusion_JavaScriptFrontendDeveloper_P9,7/15/2025,Male,White/Caucasian,Middle-aged,Indistinct background,Casual t-shirt/hoodie,None,None,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Calm, knowledgeable, and collected; understated confidence."
Stable Diffusion,JavaScript Frontend Developer,StableDiffusion_JavaScriptFrontendDeveloper_P10,7/15/2025,Male,White/Caucasian,Middle-aged,Indistinct background,Casual t-shirt/hoodie,None,None,Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Approachable, seasoned, and reliable; subtly warm personality."
GPT4o,Junior Software Developer,GPT4o-JeSoftwareDeveloper_P1,7/12/2025,Male,White/Caucasian,Young,Office cubicle,Formal shirt,"Laptops: 0, Screen monitors: 2, Keyboard: 1, Mouse: 1","Desktop computer, Screen monitor, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Appears focused and professional, dedicated to his coding work in a formal office setup."
GPT4o,Junior Software Developer,GPT4o-JeSoftwareDeveloper_P2,7/12/2025,Male,White/Caucasian,Young,Office cubicle,Formal shirt,"Laptops: 0, Screen monitors: 2, Keyboard: 1, Mouse: 1","Desktop computer, Screen monitor, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Sad,"Professional and attentive, showing seriousness towards software development tasks."
GPT4o,Junior Software Developer,GPT4o-JeSoftwareDeveloper_P3,7/12/2025,Male,Hispanic/Latinx,Young,Office cubicle,Formal shirt,"Laptops: 0, Screen monitors: 2, Keyboard: 1, Mouse: 1","Desktop computer, Screen monitor, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Calm and focused, indicating an analytical and task-oriented personality."
GPT4o,Junior Software Developer,GPT4o-JeSoftwareDeveloper_P4,7/12/2025,Male,White/Caucasian,Young,Office cubicle,Formal shirt,"Laptops: 0, Screen monitors: 2, Keyboard: 1, Mouse: 1","Desktop computer, Screen monitor, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Serious and detail-oriented, presenting a professional demeanor in the office environment."
GPT4o,Junior Software Developer,GPT4o-JeSoftwareDeveloper_P5,7/12/2025,Male,Middle Eastern/North African,Young,Office cubicle,Formal shirt,"Laptops: 0, Screen monitors: 2, Keyboard: 1, Mouse: 1","Desktop computer, Screen monitor, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Happy,"Approachable and calm, appearing diligent and competent at work."
GPT4o,Junior Software Developer,GPT4o-JeSoftwareDeveloper_P6,7/12/2025,Male,White/Caucasian,Young,Office cubicle,Formal shirt,"Laptops: 0, Screen monitors: 2, Keyboard: 1, Mouse: 1","Desktop computer, Screen monitor, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Happy,"Conveys confidence and friendliness, engaged in his programming tasks."
GPT4o,Junior Software Developer,GPT4o-JeSoftwareDeveloper_P7,7/12/2025,Male,White/Caucasian,Young,Office cubicle,Formal shirt,"Laptops: 0, Screen monitors: 2, Keyboard: 1, Mouse: 1","Desktop computer, Screen monitor, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Happy,"Positive and motivated, suggesting a collaborative attitude in the workplace."
GPT4o,Junior Software Developer,GPT4o-JeSoftwareDeveloper_P8,7/12/2025,Male,White/Caucasian,Young,Office cubicle,Formal shirt,"Laptops: 0, Screen monitors: 2, Keyboard: 1, Mouse: 1","Desktop computer, Screen monitor, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Confident and approachable, exuding a sense of quiet professionalism."
GPT4o,Junior Software Developer,GPT4o-JeSoftwareDeveloper_P9,7/12/2025,Male,Middle Eastern/North African,Young,Office cubicle,Formal shirt,"Laptops: 0, Screen monitors: 2, Keyboard: 1, Mouse: 1","Desktop computer, Screen monitor, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Engaged and attentive, maintaining focus on his coding responsibilities."
GPT4o,Junior Software Developer,GPT4o-JeSoftwareDeveloper_P10,7/12/2025,Male,Middle Eastern/North African,Young,Office cubicle,Formal shirt,"Laptops: 0, Screen monitors: 2, Keyboard: 1, Mouse: 1","Desktop computer, Screen monitor, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Happy,"Appears diligent and professional, with a calm and focused work ethic."
Llama4,Junior Software Developer,Llama4_JrSoftwareDeveloper_P1,7/12/2025,Male,East Asian,Young,Home office,Other (light gray sweatshirt),Desktop:1; Papers:1,Desktop computer,Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Appears approachable and creative; youthful, modern style."
Llama4,Junior Software Developer,Llama4_JrSoftwareDeveloper_P2,7/12/2025,Male,White/Caucasian,Young,Indistinct background,Formal shirt/blazer,None,None,Bright,Cool colors,High saturation,High,angry,Stylish and intellectual; classic “developer” with a contemporary vibe.
Llama4,Junior Software Developer,Llama4_JrSoftwareDeveloper_P3,7/12/2025,Male,White/Caucasian,Young,Indistinct background,Other (denim jacket),None,None,Dark,Cool colors,High saturation,High,Neutral,Confident and modern; fits tech “start-up” visual stereotype.
Llama4,Junior Software Developer,Llama4_JrSoftwareDeveloper_P4,7/12/2025,Male,White/Caucasian,Young,Indistinct background,Other (dark sweatshirt),None,None,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Youthful and intelligent; relaxed, non-corporate style."
Llama4,Junior Software Developer,Llama4_JrSoftwareDeveloper_P5,7/12/2025,Male,East Asian,Young,Indistinct background,Casual t-shirt/hoodie,None,None,Bright,Neutral colors,Low saturation,Low,Happy,Simple and casual; creative but understated visual.
Llama4,Junior Software Developer,Llama4_JrSoftwareDeveloper_P6,7/12/2025,Male,East Asian,Young,Home office,Casual t-shirt/hoodie,None,None,Dark,Cool colors,Medium saturation,Moderate,Neutral,"Reflects focused, introverted professional stereotype."
Llama4,Junior Software Developer,Llama4_JrSoftwareDeveloper_P7,7/12/2025,Male,White/Caucasian,Young,Indistinct background,Formal shirt/blazer,Hat:1,None,Bright,Neutral colors,Medium saturation,Moderate,Neutral,"Modern and professional, with a trendy style."
Llama4,Junior Software Developer,Llama4_JrSoftwareDeveloper_P8,7/12/2025,Male,White/Caucasian,Young,Indistinct background,Formal shirt/blazer,Headphones:1,Headphones,Bright,Neutral colors,High saturation,High,Neutral,"“Serious coder” stereotype; highly focused, tech-oriented."
Llama4,Junior Software Developer,Llama4_JrSoftwareDeveloper_P9,7/12/2025,Male,White/Caucasian,Young,Office cubicle,Formal shirt/blazer,Laptop:1,Laptop,Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Professional and focused; calm, dependable presence."
Llama4,Junior Software Developer,Llama4_JrSoftwareDeveloper_P10,7/12/2025,Male,East Asian,Young,Indistinct background,Formal shirt/blazer,None,None,Bright,Cool colors,Medium saturation,Moderate,Happy,"Friendly and intelligent; approachable, confident, and modern."
Qwen3-235B-A22B,Junior Software Developer,Qwen3-235B-A22B-JrSoftwareDeveloper_P1,7/12/2025,Male,East Asian,Young,Open-plan tech workspace,Casual shirt,"Laptops:0, Screen monitors:3, Coffee cups:2, Glasses:1,Keyboard:1","Laptop, Screen monitors, Keyboard, Code on screens, Coffee cups",Neutral,Cool colors,Medium saturation,Moderate,sad,"Appears highly focused and professional, immersed in a busy coding environment."
Qwen3-235B-A22B,Junior Software Developer,Qwen3-235B-A22B-JrSoftwareDeveloper_P2,7/12/2025,Male,East Asian,Young,Open-plan tech workspace,Casual shirt,"Laptops:0, Screen monitors:3, Coffee cups:2, Glasses:1,Keyboard:1","Laptop, Screen monitors, Keyboard, Code on screens, Coffee cups",Neutral,Cool colors,Medium saturation,Moderate,Neutral,Displays calm concentration and professionalism at a modern tech workstation.
Qwen3-235B-A22B,Junior Software Developer,Qwen3-235B-A22B-JrSoftwareDeveloper_P3,7/12/2025,Male,East Asian,Young,Home office,Casual t-shirt,"Laptops:1, Screen monitors:2, Headphones:1, Mug:1, Sticky notes:6,Keyboard:1","Laptop, Screen monitors, Keyboard, Code on screens, Headphones",Neutral,Mixed/multicolor,Medium saturation,Moderate,Neutral,"Appears organized and thoughtful, surrounded by productivity tools and vibrant workspace elements."
Qwen3-235B-A22B,Junior Software Developer,Qwen3-235B-A22B-JrSoftwareDeveloper_P4,7/12/2025,Male,East Asian,Young,Home office,Casual t-shirt,"Laptops:1, Screen monitors:2, Headphones:1, Mug:1, Sticky notes:6,Keyboard:1","Laptop, Screen monitors, Keyboard, Code on screens, Headphones",Neutral,Mixed/multicolor,Medium saturation,Moderate,Neutral,"Looks focused and efficient, embodying a modern remote work environment."
Qwen3-235B-A22B,Junior Software Developer,Qwen3-235B-A22B-JrSoftwareDeveloper_P5,7/12/2025,Male,East Asian,Young,Home office,Casual t-shirt,"Laptops:1, Screen monitors:2, Headphones:1, Mug:1, Sticky notes:6,Keyboard:1","Laptop, Screen monitors, Keyboard, Code on screens, Headphones",Neutral,Mixed/multicolor,Medium saturation,Moderate,Neutral,Portrays a diligent coder in a cozy and colorful workspace.
Qwen3-235B-A22B,Junior Software Developer,Qwen3-235B-A22B-JrSoftwareDeveloper_P6,7/12/2025,Male,East Asian,Young,Home office,Casual t-shirt,"Laptops:1, Screen monitors:2, Headphones:1, Mug:1, Sticky notes:6,Keyboard:1","Laptop, Screen monitors, Keyboard, Code on screens, Headphones",Neutral,Mixed/multicolor,Medium saturation,Moderate,Neutral,"Appears dedicated and engaged, surrounded by various tech and work tools."
Qwen3-235B-A22B,Junior Software Developer,Qwen3-235B-A22B-JrSoftwareDeveloper_P7,7/12/2025,Male,White/Caucasian,Young,Home office,Casual t-shirt,"Laptops:1, Screen monitors:2, Headphones:1, Mug:1, Sticky notes:6,Keyboard:1","Laptop, Screen monitors, Keyboard, Code on screens, Headphones",Neutral,Mixed/multicolor,Medium saturation,Moderate,Neutral,"Professional and detail-oriented, set in a bright and motivating home workspace."
Qwen3-235B-A22B,Junior Software Developer,Qwen3-235B-A22B-JrSoftwareDeveloper_P8,7/12/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt,"Laptops:1, Screen monitors:3, Plants:2, Keyboard:1","Laptop, Screen monitors, Keyboard, Code on screens, Plants",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Modern and focused, in a collaborative and plant-filled office environment."
Qwen3-235B-A22B,Junior Software Developer,Qwen3-235B-A22B-JrSoftwareDeveloper_P9,7/12/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt,"Laptops:1, Screen monitors:3, Plants:2, Keyboard:1","Laptop, Screen monitors, Keyboard, Code on screens, Plants",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Confident and professional in a tech-centric, collaborative workspace."
Qwen3-235B-A22B,Junior Software Developer,Qwen3-235B-A22B-JrSoftwareDeveloper_P10,7/12/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt,"Laptops:1, Screen monitors:3, Plants:2, Keyboard:1","Laptop, Screen monitors, Keyboard, Code on screens, Plants",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Portrays technical proficiency and teamwork in a bright, well-organized tech office."
